WEATHER,LOCATION,DATE,TAVG,TMAX,TMIN
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/1/2007,,77,54
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/2/2007,,80,57
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/3/2007,,83,60
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/4/2007,,85,62
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/5/2007,,85,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/6/2007,,89,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/7/2007,,89,71
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/8/2007,,86,72
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/9/2007,,77,69
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/10/2007,,79,66
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/11/2007,,72,61
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/12/2007,,70,53
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/13/2007,,75,49
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/14/2007,,76,57
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/15/2007,,60,47
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/16/2007,,62,39
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/17/2007,,71,44
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/18/2007,,76,49
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/19/2007,,80,54
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/20/2007,,81,56
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/21/2007,,82,57
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/22/2007,,86,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/23/2007,,77,56
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/24/2007,,84,53
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/25/2007,,89,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/26/2007,,84,67
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/27/2007,,71,60
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/28/2007,,69,52
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/29/2007,,69,49
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/30/2007,,75,49
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/1/2007,,78,50
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/2/2007,,78,58
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/3/2007,,83,58
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/4/2007,,86,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/5/2007,,83,66
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/6/2007,,85,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/7/2007,,85,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/8/2007,,87,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/9/2007,,82,60
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/10/2007,,62,47
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/11/2007,,50,45
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/12/2007,,55,43
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/13/2007,,58,39
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/14/2007,,64,42
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/15/2007,,72,43
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/16/2007,,75,52
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/17/2007,,76,57
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/18/2007,,74,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/19/2007,,69,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/20/2007,,67,53
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/21/2007,,78,49
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/22/2007,,77,49
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/23/2007,,71,52
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/24/2007,,53,49
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/25/2007,,58,48
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/26/2007,,57,51
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/27/2007,,57,48
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/28/2007,,52,39
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/29/2007,,55,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/30/2007,,61,34
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/31/2007,,67,34
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/1/2007,,59,39
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/2/2007,,55,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/3/2007,,57,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/4/2007,,50,35
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/5/2007,,58,34
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/6/2007,,44,35
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/7/2007,,41,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/8/2007,,46,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/9/2007,,50,38
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/10/2007,,44,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/11/2007,,44,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/12/2007,,60,42
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/13/2007,,60,46
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/14/2007,,62,48
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/15/2007,,49,35
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/16/2007,,36,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/17/2007,,43,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/18/2007,,42,37
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/19/2007,,49,35
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/20/2007,,61,47
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/21/2007,,68,57
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/22/2007,,64,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/23/2007,,34,26
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/24/2007,,36,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/25/2007,,47,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/26/2007,,59,38
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/27/2007,,44,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/28/2007,,44,25
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/29/2007,,49,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/30/2007,,42,23
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/1/2007,,33,21
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/2/2007,,52,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/3/2007,,54,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/4/2007,,28,24
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/5/2007,,26,18
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/6/2007,,26,11
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/7/2007,,35,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/8/2007,,37,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/9/2007,,39,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/10/2007,,39,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/11/2007,,64,35
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/12/2007,,65,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/13/2007,,41,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/14/2007,,39,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/15/2007,,35,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/16/2007,,41,24
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/17/2007,,27,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/18/2007,,37,19
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/19/2007,,39,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/20/2007,,38,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/21/2007,,42,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/22/2007,,50,39
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/23/2007,,53,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/24/2007,,39,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/25/2007,,43,26
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/26/2007,,43,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/27/2007,,40,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/28/2007,,53,34
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/29/2007,,53,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/30/2007,,38,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/31/2007,,42,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/1/2008,,41,21
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/2/2008,,26,15
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/3/2008,,20,13
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/4/2008,,35,12
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/5/2008,,40,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/6/2008,,54,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/7/2008,,65,54
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/8/2008,,69,53
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/9/2008,,62,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/10/2008,,51,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/11/2008,,56,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/12/2008,,43,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/13/2008,,41,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/14/2008,,37,26
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/15/2008,,26,22
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/16/2008,,31,23
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/17/2008,,37,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/18/2008,,38,23
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/19/2008,,28,13
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/20/2008,,13,4
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/21/2008,,24,6
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/22/2008,,35,17
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/23/2008,,26,13
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/24/2008,,25,11
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/25/2008,,21,6
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/26/2008,,29,17
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/27/2008,,32,25
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/28/2008,,42,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/29/2008,,50,34
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/30/2008,,52,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/31/2008,,35,15
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/1/2008,,38,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/2/2008,,34,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/3/2008,,46,24
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/4/2008,,55,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/5/2008,,60,53
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/6/2008,,63,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/7/2008,,40,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/8/2008,,37,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/9/2008,,48,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/10/2008,,38,4
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/11/2008,,17,2
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/12/2008,,37,12
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/13/2008,,38,18
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/14/2008,,32,14
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/15/2008,,36,24
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/16/2008,,37,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/17/2008,,56,30
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/18/2008,,60,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/19/2008,,28,16
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/20/2008,,22,12
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/21/2008,,26,7
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/22/2008,,32,23
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/23/2008,,30,21
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/24/2008,,36,17
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/25/2008,,32,26
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/26/2008,,38,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/27/2008,,29,13
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/28/2008,,22,11
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/29/2008,,37,12
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/1/2008,,37,24
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/2/2008,,42,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/3/2008,,68,42
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/4/2008,,58,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/5/2008,,44,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/6/2008,,47,30
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/7/2008,,37,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/8/2008,,34,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/9/2008,,29,16
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/10/2008,,43,24
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/11/2008,,44,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/12/2008,,44,30
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/13/2008,,63,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/14/2008,,52,39
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/15/2008,,46,37
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/16/2008,,38,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/17/2008,,46,22
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/18/2008,,46,39
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/19/2008,,60,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/20/2008,,43,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/21/2008,,45,25
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/22/2008,,39,26
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/23/2008,,43,21
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/24/2008,,41,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/25/2008,,50,22
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/26/2008,,58,44
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/27/2008,,50,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/28/2008,,52,30
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/29/2008,,44,24
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/30/2008,,52,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/31/2008,,66,41
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/1/2008,,68,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/2/2008,,47,34
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/3/2008,,55,34
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/4/2008,,62,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/5/2008,,54,39
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/6/2008,,62,41
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/7/2008,,67,42
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/8/2008,,72,43
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/9/2008,,70,50
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/10/2008,,70,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/11/2008,,70,58
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/12/2008,,63,41
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/13/2008,,45,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/14/2008,,50,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/15/2008,,57,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/16/2008,,66,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/17/2008,,74,41
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/18/2008,,79,49
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/19/2008,,79,51
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/20/2008,,63,49
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/21/2008,,67,52
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/22/2008,,70,51
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/23/2008,,75,53
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/24/2008,,74,47
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/25/2008,,80,57
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/26/2008,,80,56
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/27/2008,,69,47
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/28/2008,,56,42
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/29/2008,,53,41
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/30/2008,,56,38
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/1/2008,,75,42
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/2/2008,,78,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/3/2008,,70,56
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/4/2008,,63,47
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/5/2008,,70,41
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/6/2008,,73,48
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/7/2008,,78,52
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/8/2008,,62,57
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/9/2008,,65,53
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/10/2008,,66,46
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/11/2008,,57,46
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/12/2008,,51,42
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/13/2008,,69,41
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/14/2008,,63,45
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/15/2008,,67,54
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/16/2008,,56,44
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/17/2008,,66,42
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/18/2008,,62,44
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/19/2008,,57,41
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/20/2008,,60,45
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/21/2008,,58,45
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/22/2008,,58,43
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/23/2008,,65,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/24/2008,,69,44
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/25/2008,,74,46
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/26/2008,,83,51
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/27/2008,,78,52
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/28/2008,,68,42
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/29/2008,,74,45
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/30/2008,,80,52
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/31/2008,,81,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/1/2008,,77,55
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/2/2008,,77,50
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/3/2008,,77,56
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/4/2008,,74,63
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/5/2008,,86,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/6/2008,,89,70
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/7/2008,,89,70
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/8/2008,,91,72
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/9/2008,,90,71
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/10/2008,,83,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/11/2008,,83,60
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/12/2008,,89,62
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/13/2008,,84,66
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/14/2008,,74,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/15/2008,,80,62
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/16/2008,,78,61
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/17/2008,,66,56
